row,name,cites,wos_docs,cites_per_paper,groupBy,filterBy,filterValues,subject,institution
83,HONG KONG UNIVERSITY OF SCIENCE & TECHNOLOGY,148539,,24.19990224828934506353861192570869990225,Institutions,ResearchFields,ENGINEERING,Engineering,
84,NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY (NTNU),148108,,19.29997393797237425071670575970810529059,Institutions,ResearchFields,ENGINEERING,Engineering,
85,PURDUE UNIVERSITY,147450,,18.26458565589000371609067261241174284653,Institutions,ResearchFields,ENGINEERING,Engineering,
86,UNIVERSITI TEKNOLOGI MALAYSIA,147034,,26.19526100124710493497238553358275432033,Institutions,ResearchFields,ENGINEERING,Engineering,
87,UNIVERSITY OF HONG KONG,146651,,24.89407570870819894754710575454082498727,Institutions,ResearchFields,ENGINEERING,Engineering,
88,UNIVERSITY OF WATERLOO,146276,,24.47724230254350736278447121820615796519,Institutions,ResearchFields,ENGINEERING,Engineering,
89,HOHAI UNIVERSITY,144557,,14.38521245895113941685739874614389491492,Institutions,ResearchFields,ENGINEERING,Engineering,
90,ROYAL INSTITUTE OF TECHNOLOGY,142334,,20.94379046497939964685108887580929958799,Institutions,ResearchFields,ENGINEERING,Engineering,
91,TEXAS A&M UNIVERSITY COLLEGE STATION,141040,,17.25048923679060665362035225048923679061,Institutions,ResearchFields,ENGINEERING,Engineering,
92,UNIVERSITY OF SYDNEY,139548,,26.22589738770907724112009020860740462319,Institutions,ResearchFields,ENGINEERING,Engineering,
93,CNRS - INSTITUTE FOR ENGINEERING & SYSTEMS SCIENCES (INSIS),139056,,16.43882255585766639082633881073412932971,Institutions,ResearchFields,ENGINEERING,Engineering,
94,UNIVERSITY OF ALBERTA,138600,,18.4235012627940980991625681244184500864,Institutions,ResearchFields,ENGINEERING,Engineering,
95,HARBIN ENGINEERING UNIVERSITY,136904,,13.44040840369134105635185548792460239544,Institutions,ResearchFields,ENGINEERING,Engineering,
96,HEFEI UNIVERSITY OF TECHNOLOGY,135217,,14.71509413429100010882576994232234193057,Institutions,ResearchFields,ENGINEERING,Engineering,
97,UNIVERSITY OF CAMBRIDGE,135090,,23.77089565370402956185113496392750307936,Institutions,ResearchFields,ENGINEERING,Engineering,
98,SHANGHAI UNIVERSITY,134288,,15.3665179082274859823778464355189380936,Institutions,ResearchFields,ENGINEERING,Engineering,
99,KING FAHD UNIVERSITY OF PETROLEUM & MINERALS,132676,,21.45472186287192755498059508408796895213,Institutions,ResearchFields,ENGINEERING,Engineering,
100,KING SAUD UNIVERSITY,132518,,15.89325977452626529143679539457903573999,Institutions,ResearchFields,ENGINEERING,Engineering,
101,JILIN UNIVERSITY,131249,,13.3982237648019599836668027766435279706,Institutions,ResearchFields,ENGINEERING,Engineering,
102,UNIVERSITY OF TORONTO,129155,,25.45427670476941269215608986992510839574,Institutions,ResearchFields,ENGINEERING,Engineering,
103,UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN,126569,,19.15680339034357499621613440290600877857,Institutions,ResearchFields,ENGINEERING,Engineering,
104,ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE,125501,,23.04461990451707675358060962174072713918,Institutions,ResearchFields,ENGINEERING,Engineering,
105,UNIVERSIDADE DE LISBOA,125328,,18.63336306868867082961641391614629794826,Institutions,ResearchFields,ENGINEERING,Engineering,
106,UNIVERSITE PARIS SACLAY,124990,,16.35994764397905759162303664921465968586,Institutions,ResearchFields,ENGINEERING,Engineering,
107,NANJING UNIVERSITY,124975,,23.02413411938098747236551215917464996315,Institutions,ResearchFields,ENGINEERING,Engineering,
108,MINIST EDUC,122270,,14.40673971957110875456580652763049369624,Institutions,ResearchFields,ENGINEERING,Engineering,
109,ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY (RMIT),121954,,24.74715909090909090909090909090909090909,Institutions,ResearchFields,ENGINEERING,Engineering,
110,KOREA UNIVERSITY,121581,,17.56697009102730819245773732119635890767,Institutions,ResearchFields,ENGINEERING,Engineering,
111,UNIVERSITY COLLEGE LONDON,121260,,22.07135056425191117582817619220968329086,Institutions,ResearchFields,ENGINEERING,Engineering,
112,KU LEUVEN,120995,,21.12342877094972067039106145251396648045,Institutions,ResearchFields,ENGINEERING,Engineering,
113,XIAMEN UNIVERSITY,120751,,18.65168365770775409329626197096076614149,Institutions,ResearchFields,ENGINEERING,Engineering,
114,MONASH UNIVERSITY,119488,,23.25574153367068898404048267808485792137,Institutions,ResearchFields,ENGINEERING,Engineering,
115,NATIONAL UNIVERSITY OF DEFENSE TECHNOLOGY - CHINA,119285,,12.72237627986348122866894197952218430034,Institutions,ResearchFields,ENGINEERING,Engineering,
116,IRAN UNIVERSITY SCIENCE & TECHNOLOGY,118917,,16.96632900556427450420887430446568697389,Institutions,ResearchFields,ENGINEERING,Engineering,
117,UNIVERSITY OF TEXAS AUSTIN,118667,,22.44505390580669566862114620767921316437,Institutions,ResearchFields,ENGINEERING,Engineering,
118,UNIVERSITY OF NOTTINGHAM,118151,,23.02689534203858896901188852075618787761,Institutions,ResearchFields,ENGINEERING,Engineering,
119,UNIVERSITY SYSTEM OF MARYLAND,117483,,22.99530240751614797416324133881385789783,Institutions,ResearchFields,ENGINEERING,Engineering,
120,ZHENGZHOU UNIVERSITY,117105,,17.29508196721311475409836065573770491803,Institutions,ResearchFields,ENGINEERING,Engineering,
121,KOREA ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY (KAIST),116115,,15.13687915526007039499413375048885412593,Institutions,ResearchFields,ENGINEERING,Engineering,
122,UNIVERSITY OF MANCHESTER,114755,,21.07916972814107274063188831741366642175,Institutions,ResearchFields,ENGINEERING,Engineering,
123,STATE GRID CORPORATION OF CHINA,114628,,11.34593685044046322874393744432346827675,Institutions,ResearchFields,ENGINEERING,Engineering,
124,SEOUL NATIONAL UNIVERSITY (SNU),114054,,13.49751479289940828402366863905325443787,Institutions,ResearchFields,ENGINEERING,Engineering,
125,PENNSYLVANIA STATE UNIVERSITY,113563,,18.40567260940032414910858995137763371151,Institutions,ResearchFields,ENGINEERING,Engineering,
126,CONSIGLIO NAZIONALE DELLE RICERCHE (CNR),113049,,16.98963029756537421100090171325518485122,Institutions,ResearchFields,ENGINEERING,Engineering,
127,YONSEI UNIVERSITY,110524,,17.53236040609137055837563451776649746193,Institutions,ResearchFields,ENGINEERING,Engineering,
128,UNIVERSITY OF BRITISH COLUMBIA,109452,,21.65650969529085872576177285318559556787,Institutions,ResearchFields,ENGINEERING,Engineering,
129,UNIVERSITY OF ADELAIDE,109210,,30.1435274634280982611095776980402980955,Institutions,ResearchFields,ENGINEERING,Engineering,
130,SHANDONG UNIVERSITY OF SCIENCE & TECHNOLOGY,109060,,15.99589322381930184804928131416837782341,Institutions,ResearchFields,ENGINEERING,Engineering,
131,CURTIN UNIVERSITY,108380,,26.38909179449719990260530801071341611882,Institutions,ResearchFields,ENGINEERING,Engineering,
